horizon,mse,rmse,mae,mape,mdape,smape,coverage,Location
1382400000000000,129909.114780427,360.429070387541,275.570913536382,0.171151910437908,0.227573323990079,0.199417123948233,0.444444444444444,Astoria
1382400000000000,37663.7035867208,194.071387862098,155.053765637728,0.117678536120154,0.142345474664222,0.129660453990387,0.444444444444444," Lower Manhattan"
1468800000000000,50529.9384173728,224.788652777165,195.370723948784,0.159193068970355,0.191279110370473,0.161017815591287,0.666666666666667,Hell Kitchen
1468800000000000,38124.0047006751,195.253693180629,147.691830235599,0.113870609256027,0.0824727735794493,0.125556725943173,0.555555555555556," Lower Manhattan"
1468800000000000,122611.132948419,350.158725363825,297.119639213876,0.189482464098254,0.227573323990079,0.217233390403506,0.333333333333333,Astoria
1555200000000000,61041.5662383245,247.065914764308,222.705174702125,0.170391343912076,0.184699440067497,0.176874099084264,0.666666666666667,Hell Kitchen
1555200000000000,106277.3003633,326.001994416139,291.598995039609,0.191444795675571,0.191158623288717,0.216908741890238,0.333333333333333,Astoria
1555200000000000,32794.1164540042,181.091458810194,150.417336182773,0.116323786452526,0.148657024314028,0.126124739838188,0.444444444444444," Lower Manhattan"
1641600000000000,81735.0332871362,285.893394969412,271.567248990954,0.19883721303724,0.191279110370473,0.210405896974869,0.444444444444444,Hell Kitchen
1641600000000000,180948.140319401,425.379995203584,361.024264515603,0.219314967856785,0.191158623288717,0.256127374597425,0.333333333333333,Astoria
1641600000000000,22007.7892604171,148.350225009661,119.825613281716,0.0956281709002651,0.0824727735794493,0.102091276860599,0.666666666666667," Lower Manhattan"
1728000000000000,93996.1232726565,306.587872024737,277.68934345351,0.197761207315177,0.204449813975577,0.212125742273465,0.444444444444444,Hell Kitchen
1728000000000000,12402.7266939974,111.367529801093,86.4061157669473,0.0703312570362678,0.0456674260052721,0.0736686743976564,0.777777777777778," Lower Manhattan"
1728000000000000,171760.084947988,414.439482853634,326.849105930738,0.194032037961531,0.177573792910863,0.227624648794964,0.444444444444444,Astoria
1814400000000000,15858.910423775,125.93216596158,81.2995951196093,0.0645460296339666,0.0454357029351687,0.0685660350892714,0.888888888888889," Lower Manhattan"
1814400000000000,135023.056307721,367.454835738654,258.997198208564,0.163825589211992,0.0875922469723075,0.183227351161409,0.555555555555556,Astoria
1814400000000000,100613.207441211,317.195850290024,273.961238087602,0.194184742739454,0.20755753978042,0.205896538258622,0.444444444444444,Hell Kitchen
1900800000000000,33334.4638371612,182.577281821045,131.074482125917,0.104853061551016,0.0759772224907234,0.10426886075095,0.777777777777778,Astoria
1900800000000000,18429.3407260483,135.754707933273,90.3147018248684,0.0757154918584782,0.0454357029351687,0.077466237749186,0.777777777777778," Lower Manhattan"
1900800000000000,86478.930441173,294.073001890981,245.664030632263,0.175667251977715,0.199234758310394,0.185092862472931,0.555555555555556,Hell Kitchen
1987200000000000,33596.3765874307,183.293143863677,137.581316949224,0.109959051302586,0.0759772224907234,0.109696953983433,0.777777777777778,Astoria
1987200000000000,31571.4975717784,177.683700917609,136.458540818925,0.108702960981439,0.089077151523648,0.114053838582313,0.555555555555556," Lower Manhattan"
1987200000000000,57363.6376712161,239.507072278077,203.555090976039,0.145081212411883,0.127817773542471,0.151349929713756,0.666666666666667,Hell Kitchen
2073600000000000,31672.9776387089,177.969035617741,164.970039386362,0.119764116129895,0.109737200100811,0.12497710305369,0.777777777777778,Hell Kitchen
2073600000000000,29184.6394205285,170.835123497858,119.477168380967,0.086282630981809,0.0516898256166335,0.0906124990185649,0.888888888888889,Astoria
2073600000000000,41543.5374596174,203.822318355026,163.986570745256,0.127050272797945,0.137878027804035,0.134623866704706,0.444444444444444," Lower Manhattan"
2160000000000000,48038.9964064143,219.178001648008,189.112267192172,0.139262927850731,0.137878027804035,0.151710790844459,0.333333333333333," Lower Manhattan"
2160000000000000,29524.2084344006,171.826099398201,125.819710299344,0.0885816906747536,0.0714597823794143,0.0952849320445651,0.777777777777778,Astoria
2160000000000000,20640.7790547967,143.668991277856,126.776266223856,0.0901660189836568,0.0882637885160038,0.0943119465600121,0.888888888888889,Hell Kitchen
2246400000000000,49862.3032072406,223.298686084895,180.386930664667,0.130507177555878,0.116397274942739,0.144238345583686,0.444444444444444," Lower Manhattan"
2246400000000000,10226.6699624906,101.126999176731,74.3047570719326,0.0566544724162781,0.0339757514492418,0.0589941904197322,0.888888888888889,Astoria
2246400000000000,16365.018086869,127.925830413052,106.644190381573,0.0770001936050204,0.077954958472044,0.0801695429375068,0.888888888888889,Hell Kitchen
2332800000000000,20475.0455948289,143.091039533679,122.786361670085,0.0959352561233785,0.0859676339576596,0.095872195510238,0.888888888888889,Hell Kitchen
2332800000000000,26440.2207324038,162.604491735019,98.2205278907262,0.0937133874175787,0.0339757514492418,0.0843067597401697,0.777777777777778,Astoria
2332800000000000,41069.2805531054,202.655571236286,169.198499940448,0.12172181384023,0.116397274942739,0.133064561653739,0.444444444444444," Lower Manhattan"
2419200000000000,49553.8181795584,222.606869120336,196.462668119742,0.167110320938684,0.162895048073647,0.159075788226175,0.555555555555556,Hell Kitchen
2419200000000000,54328.4822962948,233.084710558833,198.528077690984,0.152718017755119,0.168804563838316,0.159782995839038,0.333333333333333," Lower Manhattan"
2419200000000000,32902.0363051043,181.389184642041,113.205121239595,0.112049829166364,0.025773085888514,0.0971679742746395,0.777777777777778,Astoria
2505600000000000,34614.5339182232,186.049815689839,124.607724328295,0.1211765635699,0.0716930128858109,0.10636908349341,0.777777777777778,Astoria
2505600000000000,62066.0424601616,249.130573114103,231.929862630106,0.18999415041649,0.178979376950184,0.190519395591928,0.111111111111111," Lower Manhattan"
2505600000000000,114962.446559636,339.061125108196,299.478477204249,0.246338977683462,0.208035070314874,0.232947470732799,0.333333333333333,Hell Kitchen
2592000000000000,49047.7428668294,221.46725009994,192.114218296597,0.165636907933743,0.178979376950184,0.162936056211432,0.333333333333333," Lower Manhattan"
2592000000000000,104323.387675746,322.991312074715,261.191685517445,0.215593483552886,0.208035070314874,0.202777510730745,0.444444444444444,Hell Kitchen
2592000000000000,44101.8515429508,210.004408389326,141.895472036118,0.105362887167219,0.0716930128858109,0.106629793133521,0.777777777777778,Astoria
